GET_FILTER_SAVE_SETTING                                0x25CA45EA   int GET_FILTER_SAVE_SETTING(int filterid)
GET_FRAGMENT_DAMAGE_HEALTH_OF_CLOSEST_OBJECT_OF_TYPE   0x52803D0    float GET_FRAGMENT_DAMAGE_HEALTH_OF_CLOSEST_OBJECT_OF_TYPE(float x, float y, float z, float radius, uint, boolean flag)
GET_FRAME_COUNT                                        0xDA146AA    int GET_FRAME_COUNT(void)
GET_FREE_CAM                                           0x538514CC   void GET_FREE_CAM(int *cam)
GET_FURTHEST_NETWORK_RESTART_NODE                      0x2FEF2477   -
GET_GFWL_HAS_SAFE_HOUSE                                0x6CC85D46   -
GET_GFWL_IS_RETURNING_TO_SINGLE_PLAYER                 0x2FDF565D   -
GET_GROUP_CHAR_DUCKS_WHEN_AIMED_AT                     0x70B1C45    boolean GET_GROUP_CHAR_DUCKS_WHEN_AIMED_AT(Ped ped)
GET_GROUP_FORMATION                                    0x596174E5   void GET_GROUP_FORMATION(int group, int *formation)
GET_GROUP_FORMATION_SPACING                            0x67DB4150   void GET_GROUP_FORMATION_SPACING(int group, float *spacing)
GET_HOST_MATCH_ON                                      0x757A0EB8   -
GET_INTERIOR_FROM_DUMMY_CHAR                           0x380751A9   -
GET_IS_AUTOSAVE_OFF                                    0x551C6295   boolean GET_IS_AUTOSAVE_OFF(void)
GET_IS_DISPLAYINGSAVEMESSAGE                           0x34F9164D   boolean GET_IS_DISPLAYINGSAVEMESSAGE(void)
GET_IS_PROJECTILE_TYPE_IN_AREA                         0x7B2E70F3   boolean GET_IS_PROJECTILE_TYPE_IN_AREA(float x0, float y0, float z0, float x1, float y1, float z1, int type)
GET_IS_STICKY_BOMB_STUCK_TO_OBJECT                     0x4D623FF    boolean GET_IS_STICKY_BOMB_STUCK_TO_OBJECT(Object obj)
GET_IS_STICKY_BOMB_STUCK_TO_VEHICLE                    0x29BF0233   boolean GET_IS_STICKY_BOMB_STUCK_TO_VEHICLE(Vehicle veh)
GET_KEY_FOR_DUMMY_CHAR_IN_ROOM                         0x74672C8C   -
GET_KILL_TRACKING_RESULTS                              0x95932D8    -
GET_LAST_TIME_NETWORK_ID_DAMAGED                       0x3A8D7BA4   -
GET_LATEST_CONSOLE_COMMAND                             0x670E3DE3   -
GET_LCPD_COP_SCORE                                     0x17C05D83   -
GET_LCPD_CRIMINAL_SCORE                                0x1207025C   -
GET_LENGTH_OF_STRING_WITH_THIS_HASH_KEY                0x6C013A17   int GET_LENGTH_OF_STRING_WITH_THIS_HASH_KEY(uint gxtkey)
GET_LENGTH_OF_STRING_WITH_THIS_TEXT_LABEL_INS_NUM      0x5F02084D   -
GET_LEVEL_DESIGN_COORDS_FOR_OBJECT                     0x3E762D9D   float GET_LEVEL_DESIGN_COORDS_FOR_OBJECT(Object obj, int, float *x, float *y, float *z)
GET_LINE_HEIGHT                                        0x150B0C33   float GET_LINE_HEIGHT(void)
GET_LOCAL_PLAYER_WEAPON_STAT                           0x3CCC5AFD   float GET_LOCAL_PLAYER_WEAPON_STAT(int wtype, int wid)
GET_MENU_ITEM_ACCEPTED                                 0xF322A6C    int GET_MENU_ITEM_ACCEPTED(int menuid)
GET_MENU_ITEM_SELECTED                                 0x22442A7F   int GET_MENU_ITEM_SELECTED(int menuid)
GET_MENU_POSITION                                      0x5B576767   void GET_MENU_POSITION(int menuid, float *x, float *y)
GET_MOBILE_PHONE_POSITION                              0x67C45774   -
GET_MOBILE_PHONE_ROTATION                              0x13A83A28   -
GET_MOBILE_PHONE_SCALE                                 0x1E951606   float GET_MOBILE_PHONE_SCALE(void)
GET_MODEL_NAME_OF_CAR_FOR_DEBUG_ONLY                   0x18062DA6   -
GET_MODEL_PED_IS_HOLDING                               0xAF378D5    uint GET_MODEL_PED_IS_HOLDING(Ped ped)
GET_MOTION_CONTROLS_ENABLED                            0x6E936A1A   -
GET_MOTION_SENSOR_VALUES                               0x998069B    -
GET_MOUSE_POSITION                                     0xECB2DEE    void GET_MOUSE_POSITION(int *x, int *y)
GET_NAME_OF_SCRIPT_TO_AUTOMATICALLY_START              0x72C13404   -
GET_NAVMESH_ROUTE_RESULT                               0x4EFE6B67   int GET_NAVMESH_ROUTE_RESULT(int navmesh)
GET_NEEDED_PLAYER_CASH_FOR_LEVEL                       0x3C14367C   -
GET_NETWORK_JOIN_FAIL                                  0x4A164056   -
GET_NETWORK_PLAYER_VIP                                 0xB6B0C10    -
GET_NETWORK_RESTART_NODE_DEBUG                         0x6629119D   -
GET_NEXT_CLOSEST_CAR_NODE                              0x5935382A   boolean GET_NEXT_CLOSEST_CAR_NODE(float x, float y, float z, float *pX, float *pY, float *pZ)
GET_NEXT_CLOSEST_CAR_NODE_FAVOUR_DIRECTION             0x6E3906E4   boolean GET_NEXT_CLOSEST_CAR_NODE_FAVOUR_DIRECTION(float x, float y, float z, float *pX, float *pY, float *pZ, float *direction)
GET_NEXT_CLOSEST_CAR_NODE_WITH_HEADING                 0x3D7A673F   boolean GET_NEXT_CLOSEST_CAR_NODE_WITH_HEADING(float x, float y, float z, float *pX, float *pY, float *pZ, float *heading)
GET_NO_LAW_VEHICLES_DESTROYED_BY_LOCAL_PLAYER          0x63C50673   int GET_NO_LAW_VEHICLES_DESTROYED_BY_LOCAL_PLAYER(void)
GET_NTH_CLOSEST_WATER_NODE_WITH_HEADING                0x36F453FF   boolean GET_NTH_CLOSEST_WATER_NODE_WITH_HEADING(float x, float y, float z, boolean flag0, boolean flag1, Vector3* node, float *heading)
GET_NTH_GROUP_MEMBER                                   0x48CE0609   void GET_NTH_GROUP_MEMBER(int group, int n, Ped *ped)
GET_NUMBER_LINES                                       0x67B725B2   int GET_NUMBER_LINES(float, float, char *)
GET_NUMBER_LINES_WITH_LITERAL_STRINGS                  0x71DE26A3   int GET_NUMBER_LINES_WITH_LITERAL_STRINGS(float, float, char *, char *, char *)
GET_NUMBER_OF_ACTIVE_STICKY_BOMBS_OWNED_BY_PED         0x21B85DA9   int GET_NUMBER_OF_ACTIVE_STICKY_BOMBS_OWNED_BY_PED(Ped ped)
GET_NUMBER_OF_FIRES_IN_AREA                            0x1E144C8B   int GET_NUMBER_OF_FIRES_IN_AREA(float x0, float y0, float z0, float x1, float y1, float z1)
GET_NUMBER_OF_FOLLOWERS                                0x303C3059   void GET_NUMBER_OF_FOLLOWERS(Ped ped, int *followers)
GET_NUMBER_OF_INJURED_PEDS_IN_RANGE                    0x3BB313CB   int GET_NUMBER_OF_INJURED_PEDS_IN_RANGE(float x, float y, float z, float radius)
GET_NUMBER_OF_STICKY_BOMBS_STUCK_TO_OBJECT             0x4AD026EE   int GET_NUMBER_OF_STICKY_BOMBS_STUCK_TO_OBJECT(Object obj)
GET_NUMBER_OF_STICKY_BOMBS_STUCK_TO_VEHICLE            0x285D1184   int GET_NUMBER_OF_STICKY_BOMBS_STUCK_TO_VEHICLE(Vehicle veh)
GET_NUM_CAR_LIVERIES                                   0xA632BB4    void GET_NUM_CAR_LIVERIES(Car car, int *num)
GET_NUM_CONSOLE_COMMAND_TOKENS                         0x205E2D92   -
GET_NUM_KILLS_FOR_RANK_POINTS                          0x239C0EEC   -
GET_NUM_OF_MODELS_KILLED_BY_PLAYER                     0x75B43A72   void GET_NUM_OF_MODELS_KILLED_BY_PLAYER(int player, uint model, int *num)
GET_OBJECT_ANIM_CURRENT_TIME                           0x29F02CB1   void GET_OBJECT_ANIM_CURRENT_TIME(Object obj, char *animname0, char *animname1, float *time)
GET_OBJECT_ANIM_TOTAL_TIME                             0x26E66DF3   void GET_OBJECT_ANIM_TOTAL_TIME(Object obj, char *animname0, char *animname1, float *time)
GET_OBJECT_MASS                                        0xB8B3941    void GET_OBJECT_MASS(Object obj, float *mass)
GET_OBJECT_TURN_MASS                                   0x3C85109F   void GET_OBJECT_TURN_MASS(Object obj, float *turnmass)
GET_OFFSETS_FOR_ATTACH_CAR_TO_CAR                      0x2CAD4E39   void GET_OFFSETS_FOR_ATTACH_CAR_TO_CAR(Car car0, Car car1, Vector3 *, Vector3 *)
GET_ONLINE_LAN                                         0x6B032A0B   -
GET_ONLINE_SCORE                                       0x6CFD3E5F   -
GET_OVERRIDE_NO_SPRINTING_ON_PHONE_IN_MULTIPLAYER      0x5B652681   -
GET_PAD_ORIENTATION                                    0x58EF2B2B   -
GET_PAD_STATE                                          0x5D4C1D59   void GET_PAD_STATE(int, int, int *)
GET_PARKING_NODE_IN_AREA                               0x70CB4DCE   -
GET_PED_AT_HEAD_OF_QUEUE                               0x9FE0380    -
GET_PED_MODEL_FROM_INDEX                               0x124D4571   uint GET_PED_MODEL_FROM_INDEX(int index)
GET_PED_PATH_MAY_DROP_FROM_HEIGHT                      0x45AA529D   boolean GET_PED_PATH_MAY_DROP_FROM_HEIGHT(Ped ped)
GET_PED_PATH_MAY_USE_CLIMBOVERS                        0x714C1031   boolean GET_PED_PATH_MAY_USE_CLIMBOVERS(Ped ped)
GET_PED_PATH_MAY_USE_LADDERS                           0x503E2D1E   boolean GET_PED_PATH_MAY_USE_LADDERS(Ped ped)
GET_PED_PATH_WILL_AVOID_DYNAMIC_OBJECTS                0x74F97CF8   boolean GET_PED_PATH_WILL_AVOID_DYNAMIC_OBJECTS(Ped ped)
GET_PED_STEERS_AROUND_OBJECTS                          0x75E32257   boolean GET_PED_STEERS_AROUND_OBJECTS(Ped ped)
GET_PED_STEERS_AROUND_PEDS                             0x179848E4   boolean GET_PED_STEERS_AROUND_PEDS(Ped ped)
GET_PLANE_UNDERCARRIAGE_POSITION                       0x353F0568   void GET_PLANE_UNDERCARRIAGE_POSITION(Vehicle plane, float *pos)
GET_PLAYER_COLOUR                                      0x25270A4B   -
GET_PLAYER_HAS_TRACKS                                  0x396844BE   boolean GET_PLAYER_HAS_TRACKS(void)
GET_PLAYER_ID_FOR_THIS_PED                             0x733B61C6   int GET_PLAYER_ID_FOR_THIS_PED(Ped ped)
GET_PLAYER_LCPD_SCORE                                  0x2BEB02D6   -
GET_PLAYER_MAX_HEALTH                                  0x52F27084   void GET_PLAYER_MAX_HEALTH(int player, int *maxhealth)
GET_PLAYER_RADIO_MODE                                  0x32795678   int GET_PLAYER_RADIO_MODE(void)
GET_PLAYER_RADIO_STATION_NAME_ROLL                     0x1A936344   char * GET_PLAYER_RADIO_STATION_NAME_ROLL(void)
GET_PLAYER_WANTED_LEVEL_INCREMENT                      0x44BB2306   void GET_PLAYER_WANTED_LEVEL_INCREMENT(int player, int *increment)
GET_PROGRESS_PERCENTAGE                                0x78E9500C   float GET_PROGRESS_PERCENTAGE(void)
GET_RADAR_VIEWPORT_ID                                  0x4A7C19FE   void GET_RADAR_VIEWPORT_ID(int *viewport)
GET_RADIO_NAME                                         0x7EC9580E   char * GET_RADIO_NAME(int id)
GET_RANDOM_CAR_NODE_INCLUDE_SWITCHED_OFF_NODES         0x2D1A5F8C   boolean GET_RANDOM_CAR_NODE_INCLUDE_SWITCHED_OFF_NODES(float x, float y, float z, float radius, boolean flag0, boolean flag1, boolean flag2, float *pX, float *pY, float *pZ, float *heading)
GET_RANDOM_CAR_OF_TYPE_IN_ANGLED_AREA_NO_SAVE          0x6D4746D8   void GET_RANDOM_CAR_OF_TYPE_IN_ANGLED_AREA_NO_SAVE(float, float, float, float, float, uint type, Car *car)
GET_RANDOM_CAR_OF_TYPE_IN_AREA_NO_SAVE                 0x74AF54F0   void GET_RANDOM_CAR_OF_TYPE_IN_AREA_NO_SAVE(float x0, float y0, float x1, float y1, uint model, Car *car)
GET_RANDOM_NETWORK_RESTART_NODE_EXCLUDING_GROUP        0x393309     -
GET_RANDOM_NETWORK_RESTART_NODE_OF_GROUP               0x1A7C1AA7   -
GET_RANDOM_WATER_NODE                                  0x6FBE6CE6   boolean GET_RANDOM_WATER_NODE(float x, float y, float z, float radius, boolean flag0, boolean flag1, boolean flag2, boolean flag3, float *pX, float *pY, float *pZ, float *heading)
GET_REMOTE_CONTROLLED_CAR                              0x311926C6   -
GET_RETURN_TO_FILTER_MENU                              0x2A055AFA   -
GET_ROOM_NAME_FROM_CHAR_DEBUG                          0x4A7620F7   -
GET_ROPE_HEIGHT_FOR_OBJECT                             0x473B1371   -
GET_ROUTE_SIZE                                         0x86138DE    int GET_ROUTE_SIZE(void)
GET_SAFE_LOCAL_RESTART_COORDS                          0x477450D4   -
GET_SCREEN_FADE_ALPHA                                  0x4161E66    int GET_SCREEN_FADE_ALPHA(void)
GET_SCRIPT_DRAW_CAM                                    0x30F71BC6   void GET_SCRIPT_DRAW_CAM(int *cam)
GET_SEQUENCE_PROGRESS_RECURSIVE                        0x60BC4116   -
GET_SERVER_ID                                          0x51983F94   -
GET_SIMPLE_BLIP_ID                                     0x47B0898    int GET_SIMPLE_BLIP_ID(void)
GET_SORTED_NETWORK_RESTART_NODE_EXCLUDING_GROUP        0x55AC75E2   -
GET_SORTED_NETWORK_RESTART_NODE_OF_GROUP               0x209F734C   -
GET_SOUND_LEVEL_AT_COORDS                              0x433E74C6   void GET_SOUND_LEVEL_AT_COORDS(Ped ped, float x, float y, float z, int *level)
GET_START_FROM_FILTER_MENU                             0x45073C46   -
GET_STATIC_EMITTER_PLAYTIME                            0x68774A4    int GET_STATIC_EMITTER_PLAYTIME(int StaticEmitterIndex)
GET_STAT_FRONTEND_DISPLAY_TYPE                         0x347C4300   int GET_STAT_FRONTEND_DISPLAY_TYPE(int stat)
GET_STREAM_BEAT_INFO                                   0x6A3A2C88   void GET_STREAM_BEAT_INFO(int *, int *, int *)
GET_STREAM_PLAYTIME                                    0x4B6211F2   int GET_STREAM_PLAYTIME(void)
GET_STRING_WIDTH_WITH_TEXT_AND_INT                     0x5267B97    int GET_STRING_WIDTH_WITH_TEXT_AND_INT(char *gxtname, char *gxtnamenext, int val)
GET_TEXTURE_RESOLUTION                                 0x1A75F0C    void GET_TEXTURE_RESOLUTION(uint texture, float *x, float *y)
GET_TOTAL_NUMBER_OF_STATS                              0x6D823703   int GET_TOTAL_NUMBER_OF_STATS(void)
GET_VEHICLE_CLASS                                      0x6F796702   -
GET_VEHICLE_COMPONENT_INFO                             0x3B5D0F27   boolean GET_VEHICLE_COMPONENT_INFO(Vehicle veh, int component_id, Vector3 *, Vector3 *, int *, boolean flag)
GET_VEHICLE_ENGINE_REVS                                0x2FFA0249   float GET_VEHICLE_ENGINE_REVS(Vehicle veh)
GET_VEHICLE_GEAR                                       0x2D2F452D   int GET_VEHICLE_GEAR(Vehicle veh)
GET_VEHICLE_MODEL_FROM_INDEX                           0x7E5C70BF   uint GET_VEHICLE_MODEL_FROM_INDEX(int index)
GET_VEHICLE_PLAYER_WOULD_ENTER                         0x20430265   void GET_VEHICLE_PLAYER_WOULD_ENTER(int player, Vehicle *veh)
GET_VEHICLE_TYPE_OF_MODEL                              0x60F720F6   int GET_VEHICLE_TYPE_OF_MODEL(uint model)
GET_VIEWPORT_POSITION_OF_COORD                         0x287A49A5   boolean GET_VIEWPORT_POSITION_OF_COORD(float x, float y, float z, float *vx, float *vy, float *vz)
GET_VIEWPORT_POS_AND_SIZE                              0x4DDC6FB4   void GET_VIEWPORT_POS_AND_SIZE(int viewportid, float *x, float *y, float *xsize, float *ysize)
GET_WEB_PAGE_LINK_POSN                                 0x717B5EFB   void GET_WEB_PAGE_LINK_POSN(int htmlviewport, int linkid, float *x, float *y)
GET_WIDTH_OF_SUBSTRING_GIVEN_TEXT_LABEL                0x64E51535   -
GIVE_PLAYER_HELMET                                     0x463F190F   -
GIVE_REMOTE_CONTROLLED_MODEL_TO_PLAYER                 0x663979D9   -
GRAB_ENTITY_ON_ROPE_FOR_OBJECT                         0x309F1F4B   -
HAND_VEHICLE_CONTROL_BACK_TO_PLAYER                    0x6C654678   void HAND_VEHICLE_CONTROL_BACK_TO_PLAYER(Vehicle veh)
HAS_CAR_BEEN_DROPPED_OFF                               0x24C3A6C    boolean HAS_CAR_BEEN_DROPPED_OFF(Car car)
HAS_CAR_STOPPED_BECAUSE_OF_LIGHT                       0x40CD2BD4   boolean HAS_CAR_STOPPED_BECAUSE_OF_LIGHT(Car car)
HAS_CHAR_BEEN_ARRESTED                                 0x210A0879   boolean HAS_CHAR_BEEN_ARRESTED(Ped ped)
HAS_CHAR_BEEN_PHOTOGRAPHED                             0x1F2928A6   boolean HAS_CHAR_BEEN_PHOTOGRAPHED(Ped ped)
HAS_CLOSEST_OBJECT_OF_TYPE_BEEN_DAMAGED_BY_CAR         0x4D6B3E20   boolean HAS_CLOSEST_OBJECT_OF_TYPE_BEEN_DAMAGED_BY_CAR(float x, float y, float z, float radius, uint type_or_model, Car car)
HAS_NET_ID_BEEN_CLONED                                 0x1F0A3D73   -
HAS_OBJECT_BEEN_DAMAGED_BY_WEAPON                      0x547C42B1   boolean HAS_OBJECT_BEEN_DAMAGED_BY_WEAPON(Object obj, int unk)
HAS_OBJECT_BEEN_PHOTOGRAPHED                           0x57895F38   boolean HAS_OBJECT_BEEN_PHOTOGRAPHED(Object obj)
HAS_OBJECT_FRAGMENT_ROOT_BEEN_DAMAGED                  0x3162071D   boolean HAS_OBJECT_FRAGMENT_ROOT_BEEN_DAMAGED(Object obj)
HAS_PLAYER_DAMAGED_AT_LEAST_ONE_VEHICLE                0x674849B5   boolean HAS_PLAYER_DAMAGED_AT_LEAST_ONE_VEHICLE(Player playerIndex)
HAS_PLAYER_RANK_BEEN_UPGRADED                          0x6A842382   -
HELI_AUDIO_SHOULD_SKIP_STARTUP                         0x4CC001AC   void HELI_AUDIO_SHOULD_SKIP_STARTUP(Vehicle heli, boolean skip)
HIGHLIGHT_MENU_ITEM                                    0x1ABE6A4C   void HIGHLIGHT_MENU_ITEM(int menuid, int item, boolean highlight)
HIGH_FALL_SCREAM                                       0x478976DB   void HIGH_FALL_SCREAM(Ped ped)
IMPROVE_LOW_PERFORMANCE_MISSION_PER_FRAME_FLAG         0x2B64229C   void IMPROVE_LOW_PERFORMANCE_MISSION_PER_FRAME_FLAG(void)
INCREMENT_FLOAT_STAT                                   0x548E3AFC   void INCREMENT_FLOAT_STAT(int stat, float val)
IS_2PLAYER_GAME_GOING_ON                               0x604E1C46   -
IS_ANY_PICKUP_AT_COORDS                                0x75DC4737   boolean IS_ANY_PICKUP_AT_COORDS(float x, float y, float z)
IS_ATTACHED_PLAYER_HEADING_ACHIEVED                    0x487A1886   -
IS_CAM_COLLIDING                                       0x39595CE1   -
IS_CAM_HAPPY                                           0x7D95313B   boolean IS_CAM_HAPPY(int cam)
IS_CAM_SEQUENCE_COMPLETE                               0x55727056   boolean IS_CAM_SEQUENCE_COMPLETE(int)
IS_CAM_SHAKING                                         0x89C57D7    boolean IS_CAM_SHAKING(void)
IS_CAR_HEALTH_GREATER                                  0x63F07A46   boolean IS_CAR_HEALTH_GREATER(Car car, float health)
IS_CAR_IN_ANGLED_AREA_2D                               0x74290BCB   -
IS_CAR_IN_ANGLED_AREA_3D                               0x3521612F   -
IS_CAR_LOW_RIDER                                       0x6B3D5D45   boolean IS_CAR_LOW_RIDER(Car car)
IS_CAR_PLAYING_ANIM                                    0x49F619F1   boolean IS_CAR_PLAYING_ANIM(Car car, char *animname0, char *animname1)
IS_CAR_STOPPED_IN_AREA_2D                              0x2ED27636   -
IS_CAR_STREET_RACER                                    0x24DF32CC   boolean IS_CAR_STREET_RACER(Car car)
IS_CAR_STUCK                                           0xCD276B4    boolean IS_CAR_STUCK(Car car)
IS_CHAR_IN_ZONE                                        0x435054B3   boolean IS_CHAR_IN_ZONE(Ped ped, char *zonename)
IS_CHAR_ON_PLAYER_MACHINE                              0x1BFE7952   -
IS_CHAR_RESPONDING_TO_ANY_EVENT                        0x5DDB09F8   boolean IS_CHAR_RESPONDING_TO_ANY_EVENT(Ped ped)
IS_CHAR_USING_MAP_ATTRACTOR                            0x60B26D74   boolean IS_CHAR_USING_MAP_ATTRACTOR(Ped ped)
IS_COP_PED_IN_AREA_3D_NO_SAVE                          0x1866CB5    boolean IS_COP_PED_IN_AREA_3D_NO_SAVE(float x0, float y0, float z0, float x1, float y1, float z1)
IS_EMERGENCY_SERVICES_VEHICLE                          0x6AFF0587   boolean IS_EMERGENCY_SERVICES_VEHICLE(Vehicle veh)
IS_EPISODIC_DISC_BUILD                                 0x511A2EC9   boolean IS_EPISODIC_DISC_BUILD(void)
IS_IN_CAR_FIRE_BUTTON_PRESSED                          0x63B70F7C   boolean IS_IN_CAR_FIRE_BUTTON_PRESSED(void)
IS_IN_MP_TUTORIAL                                      0x13750991   -
IS_IN_PLAYER_SETTINGS_MENU                             0x18CA2D3A   boolean IS_IN_PLAYER_SETTINGS_MENU(void)
IS_JAPANESE_VERSION                                    0x37D022E0   boolean IS_JAPANESE_VERSION(void)
IS_LAZLOW_STATION_LOCKED                               0x1CB80079   boolean IS_LAZLOW_STATION_LOCKED(void)
IS_LCPD_DATA_VALID                                     0x611D69BC   -
IS_MODEL_IN_CDIMAGE                                    0x771C2838   boolean IS_MODEL_IN_CDIMAGE(uint model)
IS_MONEY_PICKUP_AT_COORDS                              0x43167C6E   boolean IS_MONEY_PICKUP_AT_COORDS(float x, float y, float z)
IS_MOUSE_BUTTON_JUST_PRESSED                           0x27323E51   boolean IS_MOUSE_BUTTON_JUST_PRESSED(int)
IS_MOUSE_BUTTON_PRESSED                                0x39E600D0   boolean IS_MOUSE_BUTTON_PRESSED(int)
IS_MOUSE_USING_VERTICAL_INVERSION                      0x64655F10   boolean IS_MOUSE_USING_VERTICAL_INVERSION(void)
IS_NETWORK_CONNECTED                                   0x43945A83   -
IS_NETWORK_PLAYER_VISIBLE                              0x1031625F   -
IS_NEXT_STATION_ALLOWED                                0x7B8B1D10   boolean IS_NEXT_STATION_ALLOWED(Vehicle veh)
IS_NUMLOCK_ENABLED                                     0x39487FB9   boolean IS_NUMLOCK_ENABLED(void)
IS_OBJECT_IN_ANGLED_AREA_2D                            0x9B37544    -
IS_OBJECT_IN_AREA_2D                                   0x2C6D65AD   -
IS_OBJECT_ON_PLAYER_MACHINE                            0x736569     -
IS_OBJECT_TOUCHING_OBJECT                              0x6A2E514F   boolean IS_OBJECT_TOUCHING_OBJECT(Object obj0, Object obj1)
IS_OUR_PLAYER_HIGHER_PRIORITY_FOR_CAR_GENERATION       0x504E03FC   -
IS_PAIN_PLAYING                                        0x32422759   boolean IS_PAIN_PLAYING(Ped ped)
IS_PARTY_MODE                                          0x2A3A77FD   -
IS_PC_USING_JOYPAD                                     0x7E8E06F8   boolean IS_PC_USING_JOYPAD(void)
IS_PEDS_VEHICLE_HOT                                    0x470A7CBD   boolean IS_PEDS_VEHICLE_HOT(Ped ped)
IS_PED_CLIMBING                                        0x66F5118F   boolean IS_PED_CLIMBING(Ped ped)
IS_PED_IN_CUTSCENE_BLOCKING_BOUNDS                     0x55916D7A   boolean IS_PED_IN_CUTSCENE_BLOCKING_BOUNDS(Ped ped)
IS_PED_LOOKING_AT_CAR                                  0x4859273F   boolean IS_PED_LOOKING_AT_CAR(Ped ped, Car car)
IS_PED_LOOKING_AT_OBJECT                               0x5DD231A2   boolean IS_PED_LOOKING_AT_OBJECT(Ped ped, Object obj)
IS_PED_PINNED_DOWN                                     0x3B13377    boolean IS_PED_PINNED_DOWN(Ped ped)
IS_PLACE_CAR_BOMB_ACTIVE                               0x775F6665   boolean IS_PLACE_CAR_BOMB_ACTIVE(void)
IS_PLAYER_IN_INFO_ZONE                                 0x66133D7    -
IS_PLAYER_IN_REMOTE_MODE                               0x526B7BA9   boolean IS_PLAYER_IN_REMOTE_MODE(int player)
IS_PLAYER_IN_SHORTCUT_TAXI                             0x44052D59   -
IS_PLAYER_PERFORMING_STOPPIE                           0x2E815A94   boolean IS_PLAYER_PERFORMING_STOPPIE(int player)
IS_PLAYER_PERFORMING_WHEELIE                           0x613510D0   boolean IS_PLAYER_PERFORMING_WHEELIE(int player)
IS_PLAYER_SIGNED_IN_LOCALLY                            0x547523EE   boolean IS_PLAYER_SIGNED_IN_LOCALLY(void)
IS_PLAYER_VEHICLE_ENTRY_DISABLED                       0x4908091D   boolean IS_PLAYER_VEHICLE_ENTRY_DISABLED(int player)
IS_POS_IN_CUTSCENE_BLOCKING_BOUNDS                     0x593A553B   boolean IS_POS_IN_CUTSCENE_BLOCKING_BOUNDS(float x, float y, float z)
IS_RADIO_HUD_ON                                        0x45F249B7   boolean IS_RADIO_HUD_ON(void)
IS_RELATIONSHIP_SET                                    0x4C076B40   boolean IS_RELATIONSHIP_SET(int, int, int)
IS_REPLAY_SAVING                                       0x78021D03   boolean IS_REPLAY_SAVING(void)
IS_REPLAY_SYSTEM_SAVING                                0x318F65E6   boolean IS_REPLAY_SYSTEM_SAVING(void)
IS_STREAMING_THIS_ADDITIONAL_TEXT                      0x4D077DBA   boolean IS_STREAMING_THIS_ADDITIONAL_TEXT(char *, int, int)
IS_THIS_PED_A_PLAYER                                   0x37C85316   boolean IS_THIS_PED_A_PLAYER(Ped ped)
IS_USING_CONTROLLER                                    0x669D053F   boolean IS_USING_CONTROLLER(void)
IS_VEHICLE_ON_PLAYER_MACHINE                           0x2CFE78F5   -
IS_VEHICLE_TOUCHING_OBJECT                             0x6CD4EB4    boolean IS_VEHICLE_TOUCHING_OBJECT(Vehicle veh, Object obj)
IS_VIEWPORT_ACTIVE                                     0x5D2B2A9A   boolean IS_VIEWPORT_ACTIVE(int viewportid)
LCPD_FIRST_TIME                                        0x6C82562E   -
LCPD_HAS_BEEN_CONFIGURED                               0x23254427   -
LIMIT_ANGLE                                            0x4CAE3B65   void LIMIT_ANGLE(float angle, float *anglelimited)
LIMIT_TWO_PLAYER_DISTANCE                              0x50AD1F3E   void LIMIT_TWO_PLAYER_DISTANCE(float distance)
LISTEN_TO_PLAYER_GROUP_COMMANDS                        0x34AC73D6   void LISTEN_TO_PLAYER_GROUP_COMMANDS(Ped ped, boolean set)
LOAD_SETTINGS                                          0x77745390   void LOAD_SETTINGS(void)
LOCATE_CHAR_IN_CAR_OBJECT_2D                           0x6CCB719D   boolean LOCATE_CHAR_IN_CAR_OBJECT_2D(Ped ped, Object obj, float x, float y, boolean flag)
LOCATE_CHAR_ON_FOOT_OBJECT_2D                          0x67F518F0   boolean LOCATE_CHAR_ON_FOOT_OBJECT_2D(Ped ped, Object obj, float x, float y, boolean flag)
LOCATE_DEAD_CAR_3D                                     0x584D0C79   boolean LOCATE_DEAD_CAR_3D(Car car, float x, float y, float z, float xa, float ya, float za, boolean flag)
LOCK_LAZLOW_STATION                                    0x1B215A3B   void LOCK_LAZLOW_STATION(void)
LOCK_PLAYER_SETTINGS_GENRE_CHANGE                      0x33F4498E   void LOCK_PLAYER_SETTINGS_GENRE_CHANGE(int lock_bit_mask)
LOOP_RACE_TRACK                                        0x77FD5097   void LOOP_RACE_TRACK(boolean loop)
MAINTAIN_FLASHING_STAR_AFTER_OFFENCE                   0x68880DCD   void MAINTAIN_FLASHING_STAR_AFTER_OFFENCE(int player, boolean maintain)
MAKE_PLAYER_FIRE_PROOF                                 0x38293796   void MAKE_PLAYER_FIRE_PROOF(int player, boolean proof)
MAKE_PLAYER_GANG_DISAPPEAR                             0x34211CDA   void MAKE_PLAYER_GANG_DISAPPEAR(void)
MAKE_PLAYER_GANG_REAPPEAR                              0x295A652A   void MAKE_PLAYER_GANG_REAPPEAR(void)
MAKE_ROOM_IN_PLAYER_GANG_FOR_MISSION_PEDS              0x210E265E   -
MARK_ROAD_NODE_AS_DONT_WANDER                          0x4C2621B6   void MARK_ROAD_NODE_AS_DONT_WANDER(float x, float y, float z)
MODIFY_CHAR_MOVE_BLEND_RATIO                           0x3E657606   void MODIFY_CHAR_MOVE_BLEND_RATIO(Ped ped, ScriptAny)
MP_GET_AMOUNT_OF_ANCHOR_POINTS                         0x6C7566F3   -
